a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
2399999999,24,99999999,valid,UInt32,1.0,2400000000,24,100000000,valid,UInt32,2
2339999999,234,9999999,valid,UInt32,1.0,2340000000,234,10000000,valid,UInt32,2
2139999999,214,9999999,valid,UInt32,1.0,2140000000,214,10000000,valid,UInt32,2
2099999999,21,99999999,valid,UInt64,1.0,2100000000,21,100000000,valid,UInt64,3
2099999999,21,99999999,valid,UInt32,1.0,2100000000,21,100000000,valid,UInt32,2
1999999999,2,999999999,valid,UInt64,1.0,2000000000,2,1000000000,valid,UInt64,2
1899999999,19,99999999,valid,Int64,1.0,1900000000,19,100000000,valid,Int64,2
1699999999,17,99999999,valid,UInt32,1.0,1700000000,17,100000000,valid,UInt32,2
1499999999,15,99999999,valid,Int64,1.0,1500000000,15,100000000,valid,Int64,3
1449999999,145,9999999,valid,UInt32,1.0,1450000000,145,10000000,valid,UInt32,2
1419999999,142,9999999,valid,UInt32,1.0,1420000000,142,10000000,valid,UInt32,2
1269999873,-127,-9999999,valid,Int64,1.0,1269999874,-127,-10000000,valid,Int64,2
1169999999,117,9999999,valid,Int64,1.0,1170000000,117,10000000,valid,Int64,2
1159999999,116,9999999,valid,Int64,1.0,1160000000,116,10000000,valid,Int64,2
1149999999,115,9999999,valid,Int64,1.0,1150000000,115,10000000,valid,Int64,3
1149999999,115,9999999,valid,UInt64,1.0,1150000000,115,10000000,valid,UInt64,2
1099999999,11,99999999,valid,Int64,1.0,1100000000,11,100000000,valid,Int64,2
1069999893,-107,-9999999,valid,Int64,1.0,1069999894,-107,-10000000,valid,Int64,2
1039999896,-104,-9999999,valid,Int64,1.0,1039999897,-104,-10000000,valid,Int64,2
999999999,100,9999999,valid,UInt32,1.0,1000000000,100,10000000,valid,UInt32,2
989999999,99,9999999,valid,UInt32,1.0,990000000,99,10000000,valid,UInt32,2
959999999,96,9999999,valid,Int64,1.0,960000000,96,10000000,valid,Int64,2
919999999,92,9999999,valid,UInt32,1.0,920000000,92,10000000,valid,UInt32,2
719999999,72,9999999,valid,Int64,1.0,720000000,72,10000000,valid,Int64,2
539999999,54,9999999,valid,Int64,1.0,540000000,54,10000000,valid,Int64,2
529999999,53,9999999,valid,Int64,1.0,530000000,53,10000000,valid,Int64,2
419999999,42,9999999,valid,Int64,1.0,420000000,42,10000000,valid,Int64,2
399999996,-4,-99999999,valid,Int64,1.0,399999997,-4,-100000000,valid,Int64,2
379999962,-38,-9999999,valid,Int64,1.0,379999963,-38,-10000000,valid,Int64,2
349999999,35,9999999,valid,Int64,1.0,350000000,35,10000000,valid,Int64,2
239999976,-24,-9999999,valid,Int64,1.0,239999977,-24,-10000000,valid,Int64,2
214999999,215,999999,valid,Int64,1.0,215000000,215,1000000,valid,Int64,2
209999999,21,9999999,valid,Int64,1.0,210000000,21,10000000,valid,Int64,2
189999981,-19,-9999999,valid,Int64,1.0,189999982,-19,-10000000,valid,Int64,2
118999999,119,999999,valid,Int64,1.0,119000000,119,1000000,valid,Int64,2
94999905,-95,-999999,valid,Int64,1.0,94999906,-95,-1000000,valid,Int64,2
36999,37,999,valid,UInt16,1.0,37000,37,1000,valid,UInt16,2
33999,34,999,valid,UInt64,1.0,34000,34,1000,valid,UInt64,2
25999,26,999,valid,Int64,1.0,26000,26,1000,valid,Int64,2
24799,248,99,valid,UInt16,1.0,24800,248,100,valid,UInt16,2
24599,246,99,valid,Int64,1.0,24600,246,100,valid,Int64,2
23799,238,99,valid,Int64,1.0,23800,238,100,valid,Int64,2
22999,230,99,valid,UInt16,1.0,23000,230,100,valid,UInt16,2
22499,225,99,valid,Int64,1.0,22500,225,100,valid,Int64,2
22399,224,99,valid,UInt16,1.0,22400,224,100,valid,UInt16,2
21999,22,999,valid,UInt16,1.0,22000,22,1000,valid,UInt16,2
21099,211,99,valid,Int64,1.0,21100,211,100,valid,Int64,2
19799,198,99,valid,Int64,1.0,19800,198,100,valid,Int64,2
19699,197,99,valid,UInt16,1.0,19700,197,100,valid,UInt16,2
18981,-19,-999,valid,Int64,1.0,18982,-19,-1000,valid,Int64,2
