year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
7500314806081310887,9,25,252522163911150--60283477365063890--7378697629483820676,valid,Dates.Date,1.0,7500314806081310888,9,25,-252522163911151--54255129628557492--7378697629483820649,valid,Dates.Date,1
9999999,6,9,9999999-06-09,valid,Dates.Date,1.0,10000000,6,9,10000000-06-09,valid,Dates.Date,1
9999,2,17,9999-02-17,valid,Dates.Date,1.0,10000,2,17,10000-02-17,valid,Dates.Date,1
-1,11,13,-0001-11-13,valid,Dates.Date,1.0,0,11,13,0000-11-13,valid,Dates.Date,1
-1,8,7,-0001-08-07,valid,Dates.Date,1.0,0,8,7,0000-08-07,valid,Dates.Date,1
-1,8,3,-0001-08-03,valid,Dates.Date,1.0,0,8,3,0000-08-03,valid,Dates.Date,1
-1,7,21,-0001-07-21,valid,Dates.Date,1.0,0,7,21,0000-07-21,valid,Dates.Date,1
-1,6,3,-0001-06-03,valid,Dates.Date,1.0,0,6,3,0000-06-03,valid,Dates.Date,1
-1,3,21,-0001-03-21,valid,Dates.Date,1.0,0,3,21,0000-03-21,valid,Dates.Date,1
-1,3,6,-0001-03-06,valid,Dates.Date,1.0,0,3,6,0000-03-06,valid,Dates.Date,1
-1,3,3,-0001-03-03,valid,Dates.Date,1.0,0,3,3,0000-03-03,valid,Dates.Date,1
-1,3,2,-0001-03-02,valid,Dates.Date,1.0,0,3,2,0000-03-02,valid,Dates.Date,1
-1,2,4,-0001-02-04,valid,Dates.Date,1.0,0,2,4,0000-02-04,valid,Dates.Date,1
-10000,8,5,-10000-08-05,valid,Dates.Date,1.0,-9999,8,5,-9999-08-05,valid,Dates.Date,1
-100000,9,5,-100000-09-05,valid,Dates.Date,1.0,-99999,9,5,-99999-09-05,valid,Dates.Date,1
18427769,8,31,18427769-08-31,valid,Dates.Date,30.0,18427769,8,32,"ArgumentError(""Day: 32 out of range (1:31)"")",error,ArgumentError,1
8100,12,6,8100-12-06,valid,Dates.Date,36.0,8100,13,6,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1638,12,14,1638-12-14,valid,Dates.Date,36.0,1638,13,14,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
56,12,3,0056-12-03,valid,Dates.Date,36.0,56,13,3,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
11,12,1,0011-12-01,valid,Dates.Date,36.0,11,13,1,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
7,12,2,0007-12-02,valid,Dates.Date,36.0,7,13,2,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1,12,22,0001-12-22,valid,Dates.Date,36.0,1,13,22,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1,12,16,0001-12-16,valid,Dates.Date,36.0,1,13,16,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1,12,13,0001-12-13,valid,Dates.Date,36.0,1,13,13,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1,12,1,0001-12-01,valid,Dates.Date,36.0,1,13,1,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
0,12,30,0000-12-30,valid,Dates.Date,36.0,0,13,30,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
0,12,19,0000-12-19,valid,Dates.Date,36.0,0,13,19,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
0,12,4,0000-12-04,valid,Dates.Date,36.0,0,13,4,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
0,12,3,0000-12-03,valid,Dates.Date,36.0,0,13,3,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
0,5,31,0000-05-31,valid,Dates.Date,34.0,0,5,32,"ArgumentError(""Day: 32 out of range (1:31)"")",error,ArgumentError,1
-1,12,6,-0001-12-06,valid,Dates.Date,35.0,-1,13,6,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-1,12,3,-0001-12-03,valid,Dates.Date,35.0,-1,13,3,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-7,12,9,-0007-12-09,valid,Dates.Date,35.0,-7,13,9,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-45,12,28,-0045-12-28,valid,Dates.Date,35.0,-45,13,28,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-204,12,2,-0204-12-02,valid,Dates.Date,35.0,-204,13,2,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-207961,12,30,-207961-12-30,valid,Dates.Date,33.0,-207961,13,30,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-34038756,5,31,-34038756-05-31,valid,Dates.Date,29.0,-34038756,5,32,"ArgumentError(""Day: 32 out of range (1:31)"")",error,ArgumentError,1
-5615315356184,12,1,-5615315356184-12-01,valid,Dates.Date,26.0,-5615315356184,13,1,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-3758765236348430,12,10,-223382346461112--42198434155544717--30,valid,Dates.Date,7.0,-3758765236348430,13,10,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
10,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,10,1,1,0010-01-01,valid,Dates.Date,2
7,2,0,"ArgumentError(""Day: 0 out of range (1:28)"")",error,ArgumentError,33.0,7,2,1,0007-02-01,valid,Dates.Date,2
3,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,3,1,1,0003-01-01,valid,Dates.Date,2
3,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,3,1,1,0003-01-01,valid,Dates.Date,2
