year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
27,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,27,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
3,9999999,0,"ArgumentError(""Month: 9999999 out of range (1:12)"")",error,ArgumentError,1.0,3,10000000,0,"ArgumentError(""Month: 10000000 out of range (1:12)"")",error,ArgumentError,2
2,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,2,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,3
1,9999999,1,"ArgumentError(""Month: 9999999 out of range (1:12)"")",error,ArgumentError,1.0,1,10000000,1,"ArgumentError(""Month: 10000000 out of range (1:12)"")",error,ArgumentError,2
1,9999,0,"ArgumentError(""Month: 9999 out of range (1:12)"")",error,ArgumentError,1.0,1,10000,0,"ArgumentError(""Month: 10000 out of range (1:12)"")",error,ArgumentError,2
1,999,1,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,1,1000,1,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,2
1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,5
1,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
1,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4
1,-10000000,0,"ArgumentError(""Month: -10000000 out of range (1:12)"")",error,ArgumentError,1.0,1,-9999999,0,"ArgumentError(""Month: -9999999 out of range (1:12)"")",error,ArgumentError,2
0,99,0,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,0,100,0,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,2
0,0,48,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,48,"ArgumentError(""Day: 48 out of range (1:31)"")",error,ArgumentError,2
0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,8
0,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
0,-1,103,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,103,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2
0,-1,1,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,3
0,-1000,-1,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,0,-999,-1,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,2
0,-10000,0,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,0,-9999,0,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,2
-1,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-1,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,2
-4,-1000,0,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,-4,-999,0,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,2
8804304137989925591,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,8804304137989925591,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
6355729066487588531,-10,12,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,6355729066487588531,-9,12,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
2919422305626371872,-10,49415361,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,2919422305626371872,-9,49415361,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
1656043926360488094,9999999999999999,313,"ArgumentError(""Month: 9999999999999999 out of range (1:12)"")",error,ArgumentError,1.0,1656043926360488094,10000000000000000,313,"ArgumentError(""Month: 10000000000000000 out of range (1:12)"")",error,ArgumentError,1
299898904091999907,2,9999999999999999,"ArgumentError(""Day: 9999999999999999 out of range (1:28)"")",error,ArgumentError,1.0,299898904091999907,2,10000000000000000,"ArgumentError(""Day: 10000000000000000 out of range (1:28)"")",error,ArgumentError,1
286935859226623429,11,-1,"ArgumentError(""Day: -1 out of range (1:30)"")",error,ArgumentError,1.0,286935859226623429,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",error,ArgumentError,1
268949897642668615,0,13234201,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,268949897642668615,1,13234201,"ArgumentError(""Day: 13234201 out of range (1:31)"")",error,ArgumentError,1
60383373105317055,0,-10300278250557,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,12.0,60383373105317055,1,-10300278250557,"ArgumentError(""Day: -10300278250557 out of range (1:31)"")",error,ArgumentError,1
11962197101908340,0,21843,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,11962197101908340,1,21843,"ArgumentError(""Day: 21843 out of range (1:31)"")",error,ArgumentError,1
9427672378763271,999,2503,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,9427672378763271,1000,2503,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
5851132695509921,0,-1815638342797093,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,14.0,5851132695509921,1,-1815638342797093,"ArgumentError(""Day: -1815638342797093 out of range (1:31)"")",error,ArgumentError,1
4202424021560818,999,1,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,4202424021560818,1000,1,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
2342830099364075,-1,3,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,2342830099364075,0,3,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
70113669734613,0,10083,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,70113669734613,1,10083,"ArgumentError(""Day: 10083 out of range (1:31)"")",error,ArgumentError,1
21525810966321,0,7462177,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4.0,21525810966321,1,7462177,"ArgumentError(""Day: 7462177 out of range (1:31)"")",error,ArgumentError,1
15828840695308,12,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,3.0,15828840695308,13,0,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
