year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
3,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,3,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
2,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,2,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,3
1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
1,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,4
1,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,2
0,99,1,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,0,100,1,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,2
0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,11
0,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,6
0,-10,1,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,0,-9,1,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,2
0,-1000000,169,"ArgumentError(""Month: -1000000 out of range (1:12)"")",error,ArgumentError,1.0,0,-999999,169,"ArgumentError(""Month: -999999 out of range (1:12)"")",error,ArgumentError,1
-85,-1,5,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-85,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
16492606,12,-1734,"ArgumentError(""Day: -1734 out of range (1:31)"")",error,ArgumentError,1.0,16492606,13,-1734,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-2,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,-2,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
-514550,-1,13,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-514550,0,13,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
0,999,1,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,0,1000,1,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
55,-10,2271128955,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,55,-9,2271128955,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
3,0,47,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,3,1,47,"ArgumentError(""Day: 47 out of range (1:31)"")",error,ArgumentError,1
-8152,-1,131,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-8152,0,131,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
0,0,23516,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,23516,"ArgumentError(""Day: 23516 out of range (1:31)"")",error,ArgumentError,1
-90,-1,151,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-90,0,151,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
7,999,0,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,7,1000,0,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
40,3,-100,"ArgumentError(""Day: -100 out of range (1:31)"")",error,ArgumentError,1.0,40,3,-99,"ArgumentError(""Day: -99 out of range (1:31)"")",error,ArgumentError,1
1086512944,0,34,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1086512944,1,34,"ArgumentError(""Day: 34 out of range (1:31)"")",error,ArgumentError,1
-1,-1,16305,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-1,0,16305,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
0,999,-1,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,0,1000,-1,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
-383782672,0,-6388204253971698213,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,17.0,-383782672,1,-6388204253971698213,"ArgumentError(""Day: -6388204253971698213 out of range (1:31)"")",error,ArgumentError,1
14,-100,1,"ArgumentError(""Month: -100 out of range (1:12)"")",error,ArgumentError,1.0,14,-99,1,"ArgumentError(""Month: -99 out of range (1:12)"")",error,ArgumentError,1
709,0,99,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,709,1,99,"ArgumentError(""Day: 99 out of range (1:31)"")",error,ArgumentError,1
1244560598017680,0,269086927,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,1244560598017680,1,269086927,"ArgumentError(""Day: 269086927 out of range (1:31)"")",error,ArgumentError,1
21,0,-874614187039551526,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,16.0,21,1,-874614187039551526,"ArgumentError(""Day: -874614187039551526 out of range (1:31)"")",error,ArgumentError,1
2754492,-1,1053,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,2754492,0,1053,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
1,999,813022795,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,1,1000,813022795,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
132,0,-2186,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,132,1,-2186,"ArgumentError(""Day: -2186 out of range (1:31)"")",error,ArgumentError,1
39,-1,-26,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,39,0,-26,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
6007,-10000,7,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,6007,-9999,7,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,1
-216,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-216,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
0,0,36588749,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,0,1,36588749,"ArgumentError(""Day: 36588749 out of range (1:31)"")",error,ArgumentError,1
4026,0,1110,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,4026,1,1110,"ArgumentError(""Day: 1110 out of range (1:31)"")",error,ArgumentError,1
667,0,2400,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,667,1,2400,"ArgumentError(""Day: 2400 out of range (1:31)"")",error,ArgumentError,1
-310130,0,-450336218198873303,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,16.0,-310130,1,-450336218198873303,"ArgumentError(""Day: -450336218198873303 out of range (1:31)"")",error,ArgumentError,1
1,-1000000,52182489,"ArgumentError(""Month: -1000000 out of range (1:12)"")",error,ArgumentError,1.0,1,-999999,52182489,"ArgumentError(""Month: -999999 out of range (1:12)"")",error,ArgumentError,1
13,-1,-131,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,13,0,-131,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
-1431,0,-1286910,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,-1431,1,-1286910,"ArgumentError(""Day: -1286910 out of range (1:31)"")",error,ArgumentError,1
-11889364,5,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1.0,-11889364,5,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
-26,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-26,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1
-47,12,705544475852,"ArgumentError(""Day: 705544475852 out of range (1:31)"")",error,ArgumentError,8.0,-47,13,705544475852,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
4973124,0,-183,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,4973124,1,-183,"ArgumentError(""Day: -183 out of range (1:31)"")",error,ArgumentError,1
-13,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-13,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1
7,0,-6,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,7,1,-6,"ArgumentError(""Day: -6 out of range (1:31)"")",error,ArgumentError,1
