year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
1,99,0,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,1,100,0,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,3
1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,7
1,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
1,-10,0,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,1,-9,0,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,2
0,0,34,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,34,"ArgumentError(""Day: 34 out of range (1:31)"")",error,ArgumentError,2
0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,11
0,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,3
0,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,2
0,-1,6,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2
0,-1,1,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,3
0,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4
-1,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-1,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,2
5261161001832228029,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,5261161001832228029,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1
1226408989207821453,99999,111,"ArgumentError(""Month: 99999 out of range (1:12)"")",error,ArgumentError,1.0,1226408989207821453,100000,111,"ArgumentError(""Month: 100000 out of range (1:12)"")",error,ArgumentError,1
498395599212112915,-10,-27433387214556,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,498395599212112915,-9,-27433387214556,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
492302448488196066,-100000,10631,"ArgumentError(""Month: -100000 out of range (1:12)"")",error,ArgumentError,1.0,492302448488196066,-99999,10631,"ArgumentError(""Month: -99999 out of range (1:12)"")",error,ArgumentError,1
213515607176659017,0,-13275038,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,213515607176659017,1,-13275038,"ArgumentError(""Day: -13275038 out of range (1:31)"")",error,ArgumentError,1
51756123996270536,0,-16591,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,3.0,51756123996270536,1,-16591,"ArgumentError(""Day: -16591 out of range (1:31)"")",error,ArgumentError,1
46374184457330313,99,-30,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,46374184457330313,100,-30,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
13239485887850012,0,-181294154184,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,10.0,13239485887850012,1,-181294154184,"ArgumentError(""Day: -181294154184 out of range (1:31)"")",error,ArgumentError,1
