year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
50,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,50,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
3,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,3,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
2,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,2,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,7
1,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,4
1,0,-3,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-3,"ArgumentError(""Day: -3 out of range (1:31)"")",error,ArgumentError,2
1,-1,-16,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,1,0,-16,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2
0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,9
0,0,-9,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-9,"ArgumentError(""Day: -9 out of range (1:31)"")",error,ArgumentError,2
0,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2
0,-10000000,0,"ArgumentError(""Month: -10000000 out of range (1:12)"")",error,ArgumentError,1.0,0,-9999999,0,"ArgumentError(""Month: -9999999 out of range (1:12)"")",error,ArgumentError,3
-1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,-1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,4
-2,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,-2,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
-123,0,60,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-123,1,60,"ArgumentError(""Day: 60 out of range (1:31)"")",error,ArgumentError,1
2918631297,0,-354379,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4.0,2918631297,1,-354379,"ArgumentError(""Day: -354379 out of range (1:31)"")",error,ArgumentError,1
