year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
46,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,46,1,1,0046-01-01,valid,Dates.Date,2
20,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,20,1,1,0020-01-01,valid,Dates.Date,2
10,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,10,1,1,0010-01-01,valid,Dates.Date,2
3,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,3,1,1,0003-01-01,valid,Dates.Date,3
3,0,15,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,3,1,15,0003-01-15,valid,Dates.Date,2
2,4,0,"ArgumentError(""Day: 0 out of range (1:30)"")",error,ArgumentError,33.0,2,4,1,0002-04-01,valid,Dates.Date,2
2,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,2,1,1,0002-01-01,valid,Dates.Date,3
1,12,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,1,12,1,0001-12-01,valid,Dates.Date,2
1,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",error,ArgumentError,33.0,1,11,1,0001-11-01,valid,Dates.Date,2
1,5,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,1,5,1,0001-05-01,valid,Dates.Date,2
1,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,1,3,1,0001-03-01,valid,Dates.Date,2
1,2,0,"ArgumentError(""Day: 0 out of range (1:28)"")",error,ArgumentError,33.0,1,2,1,0001-02-01,valid,Dates.Date,3
1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,1,1,1,0001-01-01,valid,Dates.Date,4
1,0,4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,1,1,4,0001-01-04,valid,Dates.Date,2
1,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,1,1,2,0001-01-02,valid,Dates.Date,2
1,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,1,1,1,0001-01-01,valid,Dates.Date,6
0,7,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,0,7,1,0000-07-01,valid,Dates.Date,2
0,5,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,0,5,1,0000-05-01,valid,Dates.Date,2
0,2,0,"ArgumentError(""Day: 0 out of range (1:29)"")",error,ArgumentError,33.0,0,2,1,0000-02-01,valid,Dates.Date,4
0,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,33.0,0,1,1,0000-01-01,valid,Dates.Date,4
0,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,0,1,5,0000-01-05,valid,Dates.Date,2
0,0,3,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,0,1,3,0000-01-03,valid,Dates.Date,4
0,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,0,1,2,0000-01-02,valid,Dates.Date,2
0,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,0,1,1,0000-01-01,valid,Dates.Date,10
-1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,32.0,-1,1,1,-0001-01-01,valid,Dates.Date,2
-1,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,34.0,-1,1,1,-0001-01-01,valid,Dates.Date,2
6521420463393057945,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,11.0,6521420463393057945,1,1,154195646622892--48226781892051108-3689348814741910318,valid,Dates.Date,1
243006877704776117,0,4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,7.0,243006877704776117,1,4,75567699661862-6028347736506390--3689348814741910297,valid,Dates.Date,1
47351453521894643,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,47351453521894643,1,5,-123688142306480--36170086419038330--14,valid,Dates.Date,1
15250763099769665,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,10.0,15250763099769665,1,1,99122143109732--60283477365063890-7378697629483820646,valid,Dates.Date,1
8533935927710487,0,8,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,9.0,8533935927710487,1,8,-51993947730142--18085043209519161-3689348814741910305,valid,Dates.Date,1
7495728724000751,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,9.0,7495728724000751,1,1,-80091754329216--30141738682531938-3689348814741910307,valid,Dates.Date,1
5777853696045792,0,21,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,9.0,5777853696045792,1,21,222252011937149--54255129628557491-3689348814741910319,valid,Dates.Date,1
4899643906956093,0,3,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,10.0,4899643906956093,1,3,-150903078597219--60283477365063880-3689348814741910322,valid,Dates.Date,1
2274102569342446,2,0,"ArgumentError(""Day: 0 out of range (1:28)"")",error,ArgumentError,6.0,2274102569342446,2,1,-251170923434209-30141738682531943-21,valid,Dates.Date,1
1744139104280055,0,13,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,9.0,1744139104280055,1,13,228975008614062-18085043209519166-12,valid,Dates.Date,1
263628828773530,0,4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,9.0,263628828773530,1,4,-241425869781801-6028347736506389-13,valid,Dates.Date,1
397966164243,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,27.0,397966164243,1,1,397966164243-01-01,valid,Dates.Date,1
