h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
11,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11,0,Underweight,valid,String,2
10,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10,0,Underweight,valid,String,2
9,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9,0,Underweight,valid,String,2
7,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7,0,Underweight,valid,String,3
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5,0,Underweight,valid,String,2
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,7
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,4
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,18
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,9
-1,48,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,48,Severely obese,valid,String,2
-1,26,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,26,Severely obese,valid,String,2
-1,9,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,9,Severely obese,valid,String,2
-1,3,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,3,Severely obese,valid,String,2
-1,2,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,16
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,31
14723912454112,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14723912454112,0,Underweight,valid,String,1
8109059719,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,8109059719,0,Underweight,valid,String,1
598917275,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,598917275,0,Underweight,valid,String,1
57772903,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,57772903,0,Underweight,valid,String,1
34983910,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,34983910,0,Underweight,valid,String,1
29148776,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,29148776,0,Underweight,valid,String,1
9691035,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9691035,0,Underweight,valid,String,1
7441880,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7441880,0,Underweight,valid,String,1
6286517,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6286517,0,Underweight,valid,String,1
2040100,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2040100,0,Underweight,valid,String,1
650098,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,650098,0,Underweight,valid,String,1
500160,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,500160,0,Underweight,valid,String,1
313365,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,313365,0,Underweight,valid,String,1
190522,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,190522,0,Underweight,valid,String,1
58830,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,58830,0,Underweight,valid,String,1
53925,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,53925,0,Underweight,valid,String,1
31975,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,31975,0,Underweight,valid,String,1
20626,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,20626,0,Underweight,valid,String,1
19756,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,19756,0,Underweight,valid,String,1
13280,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13280,0,Underweight,valid,String,1
11786,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11786,0,Underweight,valid,String,1
10817,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10817,0,Underweight,valid,String,1
7443,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7443,0,Underweight,valid,String,1
6530,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6530,0,Underweight,valid,String,1
3222,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3222,0,Underweight,valid,String,1
1651,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1651,0,Underweight,valid,String,1
1636,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1636,0,Underweight,valid,String,1
