h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
27,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,27,0,Underweight,valid,String,2
6,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6,0,Underweight,valid,String,2
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5,0,Underweight,valid,String,6
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,2
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,5
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,4
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,22
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,5
-1,5,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,5,Severely obese,valid,String,4
-1,2,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,9
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,39
868817770872429862,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,868817770872429862,0,Underweight,valid,String,1
197198372346585046,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,197198372346585046,0,Underweight,valid,String,1
93215079689758,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,93215079689758,0,Underweight,valid,String,1
5053982854839,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5053982854839,0,Underweight,valid,String,1
4034290637062,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4034290637062,0,Underweight,valid,String,1
695264457547,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,695264457547,0,Underweight,valid,String,1
40532758921,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,40532758921,0,Underweight,valid,String,1
2005034184,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2005034184,0,Underweight,valid,String,1
623067256,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,623067256,0,Underweight,valid,String,1
457973040,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,457973040,0,Underweight,valid,String,1
191869880,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,191869880,0,Underweight,valid,String,1
141658789,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,141658789,0,Underweight,valid,String,1
104214577,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,104214577,0,Underweight,valid,String,1
82160758,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,82160758,0,Underweight,valid,String,1
27785114,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,27785114,0,Underweight,valid,String,1
6544926,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6544926,0,Underweight,valid,String,1
3071405,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3071405,0,Underweight,valid,String,1
64471,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,64471,0,Underweight,valid,String,1
33742,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,33742,0,Underweight,valid,String,1
18485,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18485,0,Underweight,valid,String,1
14561,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14561,0,Underweight,valid,String,1
2509,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2509,0,Underweight,valid,String,1
2500,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2500,0,Underweight,valid,String,1
2217,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2217,0,Underweight,valid,String,1
1708,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1708,0,Underweight,valid,String,1
1660,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1660,0,Underweight,valid,String,1
1594,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1594,0,Underweight,valid,String,1
927,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,927,0,Underweight,valid,String,1
868,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,868,0,Underweight,valid,String,1
468,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,468,0,Underweight,valid,String,1
371,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,371,0,Underweight,valid,String,1
192,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,192,0,Underweight,valid,String,1
130,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,130,0,Underweight,valid,String,1
126,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,126,0,Underweight,valid,String,1
116,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,116,0,Underweight,valid,String,1
109,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,109,0,Underweight,valid,String,1
86,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,86,0,Underweight,valid,String,1
81,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,81,0,Underweight,valid,String,1
55,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,55,0,Underweight,valid,String,1
49,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,49,0,Underweight,valid,String,1
44,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,44,0,Underweight,valid,String,1
39,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,39,0,Underweight,valid,String,1
38,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,38,0,Underweight,valid,String,1
24,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,24,0,Underweight,valid,String,1
20,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,20,0,Underweight,valid,String,1
17,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,17,0,Underweight,valid,String,1
15,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,15,0,Underweight,valid,String,1
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,1
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13,0,Underweight,valid,String,1
-1,890257223,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,890257223,Severely obese,valid,String,1
-1,523426450,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,523426450,Severely obese,valid,String,1
-1,492287062,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,492287062,Severely obese,valid,String,1
-1,97957882,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,97957882,Severely obese,valid,String,1
-1,85107857,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,85107857,Severely obese,valid,String,1
-1,63511966,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,63511966,Severely obese,valid,String,1
-1,60699056,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,60699056,Severely obese,valid,String,1
-1,34569676,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,34569676,Severely obese,valid,String,1
-1,24266646,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,24266646,Severely obese,valid,String,1
-1,10354130,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,10354130,Severely obese,valid,String,1
-1,2448238,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2448238,Severely obese,valid,String,1
-1,2399716,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2399716,Severely obese,valid,String,1
-1,1973710,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1973710,Severely obese,valid,String,1
