h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
6,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6,0,Underweight,valid,String,3
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5,0,Underweight,valid,String,2
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,7
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,9
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,18
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,12
-1,51,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,51,Severely obese,valid,String,3
-1,29,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,29,Severely obese,valid,String,2
-1,14,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,14,Severely obese,valid,String,2
-1,7,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,7,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,9
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,32
1111129710316896,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1111129710316896,0,Underweight,valid,String,1
183261755723347,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,183261755723347,0,Underweight,valid,String,1
9885116614296,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9885116614296,0,Underweight,valid,String,1
3387209614539,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3387209614539,0,Underweight,valid,String,1
3834518866,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3834518866,0,Underweight,valid,String,1
16041575,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,16041575,0,Underweight,valid,String,1
10201224,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10201224,0,Underweight,valid,String,1
9614200,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9614200,0,Underweight,valid,String,1
7862096,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7862096,0,Underweight,valid,String,1
3095002,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3095002,0,Underweight,valid,String,1
2121393,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2121393,0,Underweight,valid,String,1
1094994,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1094994,0,Underweight,valid,String,1
1008468,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1008468,0,Underweight,valid,String,1
161692,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,161692,0,Underweight,valid,String,1
115628,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,115628,0,Underweight,valid,String,1
54340,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,54340,0,Underweight,valid,String,1
53090,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,53090,0,Underweight,valid,String,1
19858,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,19858,0,Underweight,valid,String,1
16375,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,16375,0,Underweight,valid,String,1
15653,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,15653,0,Underweight,valid,String,1
11586,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11586,0,Underweight,valid,String,1
4504,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4504,0,Underweight,valid,String,1
4015,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4015,0,Underweight,valid,String,1
3491,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3491,0,Underweight,valid,String,1
2193,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2193,0,Underweight,valid,String,1
1952,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1952,0,Underweight,valid,String,1
1944,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1944,0,Underweight,valid,String,1
