h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
47,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,47,0,Underweight,valid,String,2
18,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18,0,Underweight,valid,String,2
15,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,15,0,Underweight,valid,String,2
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,2
10,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10,0,Underweight,valid,String,2
7,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7,0,Underweight,valid,String,4
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,2
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,4
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,2
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,19
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,6
-1,14,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,14,Severely obese,valid,String,2
-1,12,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,12,Severely obese,valid,String,2
-1,3,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,3,Severely obese,valid,String,3
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,11
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,35
474715334877226850,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,474715334877226850,0,Underweight,valid,String,1
450715049051410273,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,450715049051410273,0,Underweight,valid,String,1
5743961336572920,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5743961336572920,0,Underweight,valid,String,1
4193045736657617,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4193045736657617,0,Underweight,valid,String,1
231954784763594,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,231954784763594,0,Underweight,valid,String,1
80457132246673,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,80457132246673,0,Underweight,valid,String,1
969101665019,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,969101665019,0,Underweight,valid,String,1
5666674741,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5666674741,0,Underweight,valid,String,1
1875898880,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1875898880,0,Underweight,valid,String,1
1313380556,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1313380556,0,Underweight,valid,String,1
776138194,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,776138194,0,Underweight,valid,String,1
132861423,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,132861423,0,Underweight,valid,String,1
72702564,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,72702564,0,Underweight,valid,String,1
62655329,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,62655329,0,Underweight,valid,String,1
