h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13,0,Underweight,valid,String,2
9,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9,0,Underweight,valid,String,3
8,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,8,0,Underweight,valid,String,2
7,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7,0,Underweight,valid,String,2
6,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6,0,Underweight,valid,String,2
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5,0,Underweight,valid,String,2
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,3
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,4
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,4
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,25
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,6
-1,13,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,13,Severely obese,valid,String,2
-1,5,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,5,Severely obese,valid,String,2
-1,4,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,4,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,14
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,32
173309325041984106,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,173309325041984106,0,Underweight,valid,String,1
244412419,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,244412419,0,Underweight,valid,String,1
41214987,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,41214987,0,Underweight,valid,String,1
815513,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,815513,0,Underweight,valid,String,1
702470,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,702470,0,Underweight,valid,String,1
115775,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,115775,0,Underweight,valid,String,1
64885,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,64885,0,Underweight,valid,String,1
23201,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,23201,0,Underweight,valid,String,1
18511,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18511,0,Underweight,valid,String,1
18243,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18243,0,Underweight,valid,String,1
11985,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11985,0,Underweight,valid,String,1
9216,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9216,0,Underweight,valid,String,1
6153,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6153,0,Underweight,valid,String,1
5062,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5062,0,Underweight,valid,String,1
5008,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5008,0,Underweight,valid,String,1
4259,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4259,0,Underweight,valid,String,1
4080,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4080,0,Underweight,valid,String,1
3467,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3467,0,Underweight,valid,String,1
3351,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3351,0,Underweight,valid,String,1
3156,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3156,0,Underweight,valid,String,1
1226,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1226,0,Underweight,valid,String,1
858,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,858,0,Underweight,valid,String,1
807,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,807,0,Underweight,valid,String,1
187,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,187,0,Underweight,valid,String,1
96,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,96,0,Underweight,valid,String,1
52,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,52,0,Underweight,valid,String,1
46,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,46,0,Underweight,valid,String,1
43,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,43,0,Underweight,valid,String,1
30,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,30,0,Underweight,valid,String,1
25,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,25,0,Underweight,valid,String,1
23,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,23,0,Underweight,valid,String,1
18,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18,0,Underweight,valid,String,1
16,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,16,0,Underweight,valid,String,1
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,1
10,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10,0,Underweight,valid,String,1
-1,1321106259614737,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1321106259614737,Severely obese,valid,String,1
-1,1900669404,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1900669404,Severely obese,valid,String,1
-1,952438263,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,952438263,Severely obese,valid,String,1
-1,907734093,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,907734093,Severely obese,valid,String,1
-1,224299140,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,224299140,Severely obese,valid,String,1
-1,90243158,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,90243158,Severely obese,valid,String,1
