h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
26,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,26,0,Underweight,valid,String,2
24,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,24,0,Underweight,valid,String,2
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,2
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13,0,Underweight,valid,String,3
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,7
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,2
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,8
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,9
-1,76,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,76,Severely obese,valid,String,2
-1,29,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,29,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,14
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,27
1685804132060,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1685804132060,0,Underweight,valid,String,1
333318136882,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,333318136882,0,Underweight,valid,String,1
902088811,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,902088811,0,Underweight,valid,String,1
487071118,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,487071118,0,Underweight,valid,String,1
56720784,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,56720784,0,Underweight,valid,String,1
32453958,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,32453958,0,Underweight,valid,String,1
30421444,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,30421444,0,Underweight,valid,String,1
27897681,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,27897681,0,Underweight,valid,String,1
19618958,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,19618958,0,Underweight,valid,String,1
9927217,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9927217,0,Underweight,valid,String,1
831919,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,831919,0,Underweight,valid,String,1
176366,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,176366,0,Underweight,valid,String,1
21254,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,21254,0,Underweight,valid,String,1
14797,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14797,0,Underweight,valid,String,1
11060,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11060,0,Underweight,valid,String,1
10079,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10079,0,Underweight,valid,String,1
3294,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3294,0,Underweight,valid,String,1
