h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
115,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,115,0,Underweight,valid,String,2
23,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,23,0,Underweight,valid,String,2
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13,0,Underweight,valid,String,2
10,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10,0,Underweight,valid,String,4
8,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,8,0,Underweight,valid,String,2
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,3
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,3
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,3
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,23
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,8
-1,196,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,196,Severely obese,valid,String,2
-1,12,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,12,Severely obese,valid,String,2
-1,4,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,4,Severely obese,valid,String,3
-1,3,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,3,Severely obese,valid,String,2
-1,2,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2,Severely obese,valid,String,5
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,8
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,26
4107154017611498607,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4107154017611498607,0,Underweight,valid,String,1
189388998115245,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,189388998115245,0,Underweight,valid,String,1
110146086014148,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,110146086014148,0,Underweight,valid,String,1
21318222653245,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,21318222653245,0,Underweight,valid,String,1
2368800665,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2368800665,0,Underweight,valid,String,1
2133989766,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2133989766,0,Underweight,valid,String,1
9899489,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9899489,0,Underweight,valid,String,1
5427999,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5427999,0,Underweight,valid,String,1
4285066,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4285066,0,Underweight,valid,String,1
3413312,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3413312,0,Underweight,valid,String,1
2769202,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2769202,0,Underweight,valid,String,1
2635378,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2635378,0,Underweight,valid,String,1
