h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
103,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,103,0,Underweight,valid,String,2
102,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,102,0,Underweight,valid,String,2
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,2
11,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11,0,Underweight,valid,String,3
8,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,8,0,Underweight,valid,String,3
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5,0,Underweight,valid,String,3
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,4
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,4
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,23
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,5
-1,7,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,7,Severely obese,valid,String,2
-1,4,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,4,Severely obese,valid,String,2
-1,3,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,3,Severely obese,valid,String,3
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,11
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,26
3370794682952407740,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3370794682952407740,0,Underweight,valid,String,1
730166975610,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,730166975610,0,Underweight,valid,String,1
909003684,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,909003684,0,Underweight,valid,String,1
733816995,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,733816995,0,Underweight,valid,String,1
275501319,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,275501319,0,Underweight,valid,String,1
261482609,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,261482609,0,Underweight,valid,String,1
254220532,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,254220532,0,Underweight,valid,String,1
28293440,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,28293440,0,Underweight,valid,String,1
23675241,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,23675241,0,Underweight,valid,String,1
21716543,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,21716543,0,Underweight,valid,String,1
18700973,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18700973,0,Underweight,valid,String,1
7797692,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7797692,0,Underweight,valid,String,1
5914435,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5914435,0,Underweight,valid,String,1
1196326,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1196326,0,Underweight,valid,String,1
722706,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,722706,0,Underweight,valid,String,1
479510,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,479510,0,Underweight,valid,String,1
433828,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,433828,0,Underweight,valid,String,1
378896,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,378896,0,Underweight,valid,String,1
296405,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,296405,0,Underweight,valid,String,1
61220,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,61220,0,Underweight,valid,String,1
49239,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,49239,0,Underweight,valid,String,1
12633,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,12633,0,Underweight,valid,String,1
7725,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7725,0,Underweight,valid,String,1
4868,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4868,0,Underweight,valid,String,1
2911,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2911,0,Underweight,valid,String,1
2420,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2420,0,Underweight,valid,String,1
2370,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2370,0,Underweight,valid,String,1
1977,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1977,0,Underweight,valid,String,1
1773,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1773,0,Underweight,valid,String,1
581,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,581,0,Underweight,valid,String,1
546,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,546,0,Underweight,valid,String,1
538,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,538,0,Underweight,valid,String,1
478,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,478,0,Underweight,valid,String,1
422,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,422,0,Underweight,valid,String,1
382,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,382,0,Underweight,valid,String,1
127,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,127,0,Underweight,valid,String,1
123,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,123,0,Underweight,valid,String,1
122,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,122,0,Underweight,valid,String,1
74,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,74,0,Underweight,valid,String,1
72,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,72,0,Underweight,valid,String,1
55,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,55,0,Underweight,valid,String,1
51,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,51,0,Underweight,valid,String,1
46,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,46,0,Underweight,valid,String,1
23,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,23,0,Underweight,valid,String,1
18,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18,0,Underweight,valid,String,1
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13,0,Underweight,valid,String,1
12,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,12,0,Underweight,valid,String,1
7,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7,0,Underweight,valid,String,1
6,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6,0,Underweight,valid,String,1
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,1
-1,215973498398306260,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,215973498398306260,Severely obese,valid,String,1
-1,4836984695678691,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,4836984695678691,Severely obese,valid,String,1
-1,5610103153332,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,5610103153332,Severely obese,valid,String,1
-1,554890011,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,554890011,Severely obese,valid,String,1
-1,232453937,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,232453937,Severely obese,valid,String,1
