h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
51,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,51,0,Underweight,valid,String,2
23,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,23,0,Underweight,valid,String,2
19,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,19,0,Underweight,valid,String,2
15,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,15,0,Underweight,valid,String,2
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,2
8,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,8,0,Underweight,valid,String,2
6,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6,0,Underweight,valid,String,4
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5,0,Underweight,valid,String,3
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,3
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,3
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,20
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,8
-1,18,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,18,Severely obese,valid,String,2
-1,14,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,14,Severely obese,valid,String,2
-1,3,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,3,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,7
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,32
565876828667177655,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,565876828667177655,0,Underweight,valid,String,1
244107126769,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,244107126769,0,Underweight,valid,String,1
1934984215,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1934984215,0,Underweight,valid,String,1
510559739,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,510559739,0,Underweight,valid,String,1
296355986,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,296355986,0,Underweight,valid,String,1
233527988,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,233527988,0,Underweight,valid,String,1
100857318,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,100857318,0,Underweight,valid,String,1
98022741,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,98022741,0,Underweight,valid,String,1
56118657,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,56118657,0,Underweight,valid,String,1
52322577,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,52322577,0,Underweight,valid,String,1
44295541,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,44295541,0,Underweight,valid,String,1
38573977,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,38573977,0,Underweight,valid,String,1
1952939,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1952939,0,Underweight,valid,String,1
107836,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,107836,0,Underweight,valid,String,1
82971,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,82971,0,Underweight,valid,String,1
43417,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,43417,0,Underweight,valid,String,1
36964,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,36964,0,Underweight,valid,String,1
30169,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,30169,0,Underweight,valid,String,1
14816,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14816,0,Underweight,valid,String,1
14200,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14200,0,Underweight,valid,String,1
10119,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,10119,0,Underweight,valid,String,1
7132,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7132,0,Underweight,valid,String,1
6524,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6524,0,Underweight,valid,String,1
5992,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,5992,0,Underweight,valid,String,1
1407,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1407,0,Underweight,valid,String,1
859,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,859,0,Underweight,valid,String,1
209,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,209,0,Underweight,valid,String,1
102,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,102,0,Underweight,valid,String,1
100,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,100,0,Underweight,valid,String,1
99,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,99,0,Underweight,valid,String,1
76,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,76,0,Underweight,valid,String,1
71,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,71,0,Underweight,valid,String,1
62,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,62,0,Underweight,valid,String,1
47,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,47,0,Underweight,valid,String,1
