h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
45,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,45,0,Underweight,valid,String,2
12,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,12,0,Underweight,valid,String,2
11,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,11,0,Underweight,valid,String,2
9,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,9,0,Underweight,valid,String,2
8,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,8,0,Underweight,valid,String,2
7,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,7,0,Underweight,valid,String,4
6,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,6,0,Underweight,valid,String,4
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4,0,Underweight,valid,String,2
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3,0,Underweight,valid,String,7
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,2,0,Underweight,valid,String,3
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1,0,Underweight,valid,String,28
0,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,11
-1,46,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,46,Severely obese,valid,String,2
-1,7,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,7,Severely obese,valid,String,2
-1,6,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,6,Severely obese,valid,String,4
-1,2,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2,Severely obese,valid,String,2
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1,Severely obese,valid,String,10
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,0,Severely obese,valid,String,37
1896936541957060916,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1896936541957060916,0,Underweight,valid,String,1
31136014761597489,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,31136014761597489,0,Underweight,valid,String,1
262413619349784,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,262413619349784,0,Underweight,valid,String,1
670512874012,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,670512874012,0,Underweight,valid,String,1
164602776,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,164602776,0,Underweight,valid,String,1
93132731,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,93132731,0,Underweight,valid,String,1
52916250,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,52916250,0,Underweight,valid,String,1
33480586,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,33480586,0,Underweight,valid,String,1
16154269,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,16154269,0,Underweight,valid,String,1
623054,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,623054,0,Underweight,valid,String,1
298908,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,298908,0,Underweight,valid,String,1
165293,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,165293,0,Underweight,valid,String,1
71077,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,71077,0,Underweight,valid,String,1
48307,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,48307,0,Underweight,valid,String,1
21027,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,21027,0,Underweight,valid,String,1
16213,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,16213,0,Underweight,valid,String,1
15334,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,15334,0,Underweight,valid,String,1
14435,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14435,0,Underweight,valid,String,1
13776,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13776,0,Underweight,valid,String,1
4836,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,4836,0,Underweight,valid,String,1
3821,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3821,0,Underweight,valid,String,1
1607,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1607,0,Underweight,valid,String,1
881,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,881,0,Underweight,valid,String,1
325,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,325,0,Underweight,valid,String,1
319,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,319,0,Underweight,valid,String,1
280,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,280,0,Underweight,valid,String,1
193,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,193,0,Underweight,valid,String,1
118,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,118,0,Underweight,valid,String,1
103,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,103,0,Underweight,valid,String,1
80,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,80,0,Underweight,valid,String,1
56,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,56,0,Underweight,valid,String,1
33,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,33,0,Underweight,valid,String,1
19,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,19,0,Underweight,valid,String,1
18,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,18,0,Underweight,valid,String,1
17,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,17,0,Underweight,valid,String,1
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,14,0,Underweight,valid,String,1
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,13,0,Underweight,valid,String,1
-1,29675881403052,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,29675881403052,Severely obese,valid,String,1
-1,17734935824665,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,17734935824665,Severely obese,valid,String,1
-1,20347849059,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,20347849059,Severely obese,valid,String,1
-1,76645745,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,76645745,Severely obese,valid,String,1
-1,13813416,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,13813416,Severely obese,valid,String,1
-1,3060920,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,3060920,Severely obese,valid,String,1
-1,1581565,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1581565,Severely obese,valid,String,1
-1,943702,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,943702,Severely obese,valid,String,1
-1,63836,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,63836,Severely obese,valid,String,1
-1,27474,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,27474,Severely obese,valid,String,1
-1,17886,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,17886,Severely obese,valid,String,1
-1,12002,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,12002,Severely obese,valid,String,1
-1,2173,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,2173,Severely obese,valid,String,1
-1,1983,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1983,Severely obese,valid,String,1
-1,1167,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1167,Severely obese,valid,String,1
-1,1020,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,1020,Severely obese,valid,String,1
-1,980,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,980,Severely obese,valid,String,1
-1,813,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,41.0,0,813,Severely obese,valid,String,1
