h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
3620,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,3620,0,Underweight,valid,String,2
1140,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,1140,0,Underweight,valid,String,2
664,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,664,0,Underweight,valid,String,2
565,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,565,0,Underweight,valid,String,2
506,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,506,0,Underweight,valid,String,2
385,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,385,0,Underweight,valid,String,2
367,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,367,0,Underweight,valid,String,2
249,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,249,0,Underweight,valid,String,2
232,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,232,0,Underweight,valid,String,2
229,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,229,0,Underweight,valid,String,2
227,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,227,0,Underweight,valid,String,2
226,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,226,0,Underweight,valid,String,3
211,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,211,0,Underweight,valid,String,2
203,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,203,0,Underweight,valid,String,3
189,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,189,0,Underweight,valid,String,2
185,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,185,0,Underweight,valid,String,2
123,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,123,0,Underweight,valid,String,2
118,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,118,0,Underweight,valid,String,2
113,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,113,0,Underweight,valid,String,2
105,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,105,0,Underweight,valid,String,3
103,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,103,0,Underweight,valid,String,2
92,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,92,0,Underweight,valid,String,2
88,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,88,0,Underweight,valid,String,2
86,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,86,0,Underweight,valid,String,3
79,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,79,0,Underweight,valid,String,2
73,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,73,0,Underweight,valid,String,2
71,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,71,0,Underweight,valid,String,2
63,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,63,0,Underweight,valid,String,2
