h,w,output,outputtype,datatype,metric,n_h,n_w,n_output,n_outputtype,n_datatype,count
886,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,886,0,Underweight,valid,String,2
771,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,771,0,Underweight,valid,String,2
505,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,505,0,Underweight,valid,String,2
249,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,249,0,Underweight,valid,String,2
219,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,219,0,Underweight,valid,String,2
216,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,216,0,Underweight,valid,String,2
215,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,215,0,Underweight,valid,String,2
197,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,197,0,Underweight,valid,String,2
180,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,180,0,Underweight,valid,String,2
179,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,179,0,Underweight,valid,String,2
156,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,156,0,Underweight,valid,String,2
124,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,124,0,Underweight,valid,String,3
123,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,123,0,Underweight,valid,String,2
120,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,120,0,Underweight,valid,String,3
119,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,119,0,Underweight,valid,String,2
116,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,116,0,Underweight,valid,String,2
115,-1,"DomainError(""Height or Weight cannot be negative."", """")",error,DomainError,44.0,115,0,Underweight,valid,String,2
