x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
170013022846383392832326871108361699673,-671231837,"DomainError(-2.354778167446949e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,170013022846383392832326871108361699674,-671231837,"DomainError(-2.3804102902641166e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169907857512408458973193589759626160270,0,"DomainError(-3.0879549437493293e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169907857512408458973193589759626160271,0,"DomainError(-3.134620133361484e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169565930959853796717671890081343534916,-166702926529826599118600920299324088945,out,valid,String,131.0,169565930959853796717671890081343534916,-166702926529826599118600920299324088944,"DomainError(-1.6431110331698685e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169097513405909550130417301940433780357,-11073,"DomainError(-9.884979937659529e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169097513405909550130417301940433780358,-11073,"DomainError(-1.0093713948571465e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169022489161904215918438331732830320133,36,"DomainError(-1.7011257373132793e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169022489161904215918438331732830320134,36,out,valid,String,1
167811167957035190003641091184860021810,8738472398572998235,"DomainError(-2.8850852277269364e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167811167957035190003641091184860021811,8738472398572998235,"DomainError(-3.351088328413745e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167723906723121168880828345679171014941,0,"DomainError(-1.688926556440375e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,167723906723121168880828345679171014942,0,out,valid,String,1
167714737412518842422052689173169089191,-570659229,"DomainError(-1.1329510393733071e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167714737412518842422052689173169089192,-570659229,"DomainError(-1.181479960332315e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167397635791567297498251913751979347584,331245448,"DomainError(-1.3686289686291433e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167397635791567297498251913751979347585,331245448,"DomainError(-1.423499922007182e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167284676134284631520732664070749225999,955299541,"DomainError(-6.250217176576434e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167284676134284631520732664070749226000,955299541,"DomainError(-6.8215186418133545e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167062824719556064836038750783034463439,0,"DomainError(-1.8438203910402456e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167062824719556064836038750783034463440,0,"DomainError(-2.459492139222879e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167059190681758236454419709500397338925,191,"DomainError(-1.5269120880497373e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167059190681758236454419709500397338926,191,"DomainError(-1.588551943623957e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167020598753572506277590459808571366542,16947385767842697936826331344941617487,out,valid,String,131.0,167020598753572506277590459808571366542,16947385767842697936826331344941617488,"DomainError(-1.4210836453169001e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166636074961210389818759506568155445933,3532450832295909703,"DomainError(-1.6542087479245527e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,166636074961210389818759506568155445934,3532450832295909703,out,valid,String,1
166400555133640430523745588408150721866,-2076157170,"DomainError(-1.6899466841897737e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,166400555133640430523745588408150721867,-2076157170,out,valid,String,1
166238776403773488687613776078198771434,-36,"DomainError(-1.672367559289999e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,166238776403773488687613776078198771435,-36,out,valid,String,1
166025659374347329365492459872269790448,46,"DomainError(-7.70638777517667e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,166025659374347329365492459872269790449,46,"DomainError(-8.529492592401052e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166001015351874062187051727654911116856,11975783073047978646,"DomainError(-5.094464540689149e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,166001015351874062187051727654911116857,11975783073047978646,"DomainError(-5.9224981624081835e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165775826411849844754001649767888518918,16082235216711905405,"DomainError(-1.217422902867934e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,165775826411849844754001649767888518919,16082235216711905405,"DomainError(-1.3047300438403219e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165676851349084868421688730028362661451,20444,"DomainError(-4.889527605321797e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,165676851349084868421688730028362661452,20444,"DomainError(-5.78239402759867e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165409057636698910191663813008359380489,1284381389,"DomainError(-2.478747251517495e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,165409057636698910191663813008359380490,1284381389,"DomainError(-3.4251724162715596e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165384366586063278295744530658529207433,15611142811941713434065837990605451092,"DomainError(-1.2023729503254136e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,165384366586063278295744530658529207433,15611142811941713434065837990605451093,"DomainError(-8.901500940865793e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
164815981713911762757231264636793247261,20750,out,valid,String,131.0,164815981713911762757231264636793247262,20750,"DomainError(-1.1084118735816605e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
164623123601311243190699080844239198382,-78,"DomainError(-1.695235142274715e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,164623123601311243190699080844239198383,-78,out,valid,String,1
164568301645644369423041002859703005378,-114170815685900086128730864767000519197,"DomainError(-2.0709026687377908e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,164568301645644369423041002859703005378,-114170815685900086128730864767000519196,out,valid,String,1
164486350539689704127678755570049674179,121,"DomainError(-1.6288968376918465e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,164486350539689704127678755570049674180,121,out,valid,String,1
164365098446483355720472932808573870757,54189,"DomainError(-4.0572732431136377e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,164365098446483355720472932808573870758,54189,"DomainError(-5.212490245910813e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
