x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
170061798631902242070623628337835325622,-8303370240045553540,"DomainError(-1.700110770498962e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,170061798631902242070623628337835325623,-8303370240045553540,out,valid,String,1
169430618459352307792097949921491463825,1278803484,"DomainError(-1.7013730162368664e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169430618459352307792097949921491463826,1278803484,out,valid,String,1
169283284136893233457316205199348503283,5045,"DomainError(-1.073857420080738e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169283284136893233457316205199348503284,5045,"DomainError(-1.0910154065522579e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168890490959661536560829083918025610426,-916798453410117253,"DomainError(-8.370883942547631e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168890490959661536560829083918025610427,-916798453410117253,"DomainError(-8.62102244270917e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168849979669670520564502671586192941437,31823,out,valid,String,130.0,168849979669670520564502671586192941438,31823,"DomainError(-2.771644550739906e35, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168821155623978701428551669409848442361,9066664467244817922,"DomainError(-9.335033733946325e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168821155623978701428551669409848442362,9066664467244817922,"DomainError(-9.59903930124443e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168813191026827504511619950075405148998,3383752586,"DomainError(-1.3847685567194725e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168813191026827504511619950075405148999,3383752586,"DomainError(-1.411328405392307e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168595901490632952711753392740926172197,-1147380495,"DomainError(-1.4135290530116625e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168595901490632952711753392740926172198,-1147380495,"DomainError(-1.444434692408388e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168240254375213455966018923917136862944,30485,"DomainError(-3.1171214267708566e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168240254375213455966018923917136862945,30485,"DomainError(-3.497307243822012e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167656195454938024706154070598267462454,-119,"DomainError(-6.908562413585366e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167656195454938024706154070598267462455,-119,"DomainError(-7.4055600146916075e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167221390617383153666561109330362888564,58976,out,valid,String,130.0,167221390617383153666561109330362888565,58976,"DomainError(-3.928214741911839e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166999131446084978242572688291777999009,-69176699,"DomainError(-1.6743813340209866e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,166999131446084978242572688291777999010,-69176699,out,valid,String,1
