x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
170037374254170083463802284720654721551,3502606779,"DomainError(-1.19055381578534e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,170037374254170083463802284720654721552,3502606779,"DomainError(-1.192629999911323e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169993228671649033028743699054643994420,16593649750537188856,"DomainError(-1.40999117710613e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169993228671649033028743699054643994421,16593649750537188856,"DomainError(-1.412950272882534e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169991286076618750654055251055952454450,2572,"DomainError(-1.499915233579293e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169991286076618750654055251055952454451,2572,"DomainError(-1.5029131812563027e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169879149930746200732979629702827302226,16377280188402739801,"DomainError(-9.77728352668078e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169879149930746200732979629702827302227,16377280188402739801,"DomainError(-9.829690232625388e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169625532861838277076802099455601851953,0,"DomainError(-4.1828709337008546e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169625532861838277076802099455601851954,0,"DomainError(-4.286001053427046e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169604186002669516918822265042235918812,1029612935656225297,"DomainError(-3.4788651382535775e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,2.0,169604186002669516918822265042235918813,1029612935656225297,"DomainError(-3.58626462981352e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169488808829239776645757440197926165146,203,out,valid,String,130.0,169488808829239776645757440197926165147,203,"DomainError(-8.568384129594117e35, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169393257485416050292455915821846901581,58859,"DomainError(-1.6973674378672115e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169393257485416050292455915821846901582,58859,out,valid,String,1
169245049967567960538292311580648264451,-1466812094,"DomainError(-4.0811301850228604e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169245049967567960538292311580648264452,-1466812094,"DomainError(-5.873397170825403e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169113275031708074999144610551276066856,1,"DomainError(-1.7013513734713166e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169113275031708074999144610551276066857,1,out,valid,String,1
168939742135053192679535022868076817266,0,"DomainError(-7.560177374907246e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168939742135053192679535022868076817267,0,"DomainError(-7.8004656399904545e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168390973727599688973618723513379857268,-1024667800,"DomainError(-1.032783146871212e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168390973727599688973618723513379857269,-1024667800,"DomainError(-1.0677873415286028e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167887559166547020110060698247884570164,8018767564566697750,"DomainError(-1.5358310273921639e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167887559166547020110060698247884570165,8018767564566697750,"DomainError(-1.580903513270608e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
