x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
170128892442941023984388548309300660724,3,"DomainError(-1.4542804059203409e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,170128892442941023984388548309300660725,3,"DomainError(-1.454526226270905e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
170108414651063928497596846684910739681,31637,"DomainError(-1.5426425228682428e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,170108414651063928497596846684910739682,31637,"DomainError(-1.543297899056349e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
170107642438107710767255897628488140425,5738663286692582264,"DomainError(-3.962186091002863e35, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,170107642438107710767255897628488140426,5738663286692582264,"DomainError(-4.6330065382332825e35, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169477030326630895554492004986442024828,99,"DomainError(-4.0594217966638647e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169477030326630895554492004986442024829,99,"DomainError(-4.192252423431532e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169422778122949561211354644592477207096,54037557416953010069318939941804303650,out,valid,String,131.0,169422778122949561211354644592477207096,54037557416953010069318939941804303651,"DomainError(-1.5887307309657144e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169105888620218989100122320183821316791,1,"DomainError(-1.6417094701559291e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169105888620218989100122320183821316792,1,"DomainError(-1.662415366960934e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168805795270284132067374172039122843489,9678350814456693556461053499003174275,"DomainError(-1.1888272745364355e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168805795270284132067374172039122843489,9678350814456693556461053499003174276,"DomainError(-9.952602582473017e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168423748723891705190102330036179020959,-164842894038722225682158759758228321676,"DomainError(-1.197293058940076e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168423748723891705190102330036179020959,-164842894038722225682158759758228321675,"DomainError(-1.0913272705051359e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168260700320183007839688066778073810620,-1513998834,"DomainError(-7.27993708905261e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168260700320183007839688066778073810621,-1513998834,"DomainError(-7.656033717109855e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168256473303251033882440467383467101811,11532749463461405211695775634442310749,"DomainError(-9.683469203465703e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168256473303251033882440467383467101812,11532749463461405211695775634442310749,"DomainError(-1.0060411234909343e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168180487996086883558895964480063189434,-181765102,"DomainError(-8.237505166634391e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168180487996086883558895964480063189435,-181765102,"DomainError(-8.62964425951086e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167961115669589234805428521595464154721,83,"DomainError(-3.9010259754513627e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167961115669589234805428521595464154722,83,"DomainError(-4.337039533627362e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167886936258224833863156327333979051244,2204799639,"DomainError(-1.6874802609706025e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,167886936258224833863156327333979051245,2204799639,out,valid,String,1
167768562918650664540432548170467613174,4252,out,valid,String,130.0,167768562918650664540432548170467613175,4252,"DomainError(-2.851552655966379e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167465491850715508667780152694162256745,19,out,valid,String,130.0,167465491850715508667780152694162256746,19,"DomainError(-4.050523762205909e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167220726205609637842385725258310484914,13748,"DomainError(-2.4954633219638924e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167220726205609637842385725258310484915,13748,"DomainError(-3.079554772935811e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167072668553270400961063339023400341019,-112,out,valid,String,131.0,167072668553270400961063339023400341020,-112,"DomainError(-2.1303418430349323e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166970168254311725294467785102312068376,-19099934853038094858613957992023707385,"DomainError(-1.5548632188833325e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,166970168254311725294467785102312068376,-19099934853038094858613957992023707384,out,valid,String,1
