x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
169696179072354852271666270016729921641,-5421815952104707834,"DomainError(-1.5833525246151965e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169696179072354852271666270016729921642,-5421815952104707834,"DomainError(-1.592252612377484e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169528192304991460100418083880742902883,7420,"DomainError(-9.877926563050366e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169528192304991460100418083880742902884,7420,"DomainError(-1.0000524794145921e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169369092330277486304635546310962655818,-1410819777,"DomainError(-1.6899625753152605e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169369092330277486304635546310962655819,-1410819777,out,valid,String,1
169258602290279442206445083281903076762,-168018492519582611782365688342886583007,"DomainError(-1.6849579306449023e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169258602290279442206445083281903076763,-168018492519582611782365688342886583007,out,valid,String,1
169210203758094696111118900789483810684,1141075752,out,valid,String,130.0,169210203758094696111118900789483810685,1141075752,"DomainError(-1.023883668199223e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169103807902351075020835144344929409362,17485,out,valid,String,131.0,169103807902351075020835144344929409363,17485,"DomainError(-1.5034282400024836e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169048692902173091439055496590818525353,0,"DomainError(-2.143745593243343e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169048692902173091439055496590818525354,0,"DomainError(-2.3622437049025705e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169044172537063817248253025388517913254,1011270900,out,valid,String,130.0,169044172537063817248253025388517913255,1011270900,"DomainError(-5.782293201760549e35, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168874182099752984354598046564521330620,5423,"DomainError(-7.437930508408069e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168874182099752984354598046564521330621,5423,"DomainError(-7.6913307805513185e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168291954261259541730087891440377076933,-41949827,"DomainError(-1.0888605686101604e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168291954261259541730087891440377076934,-41949827,"DomainError(-1.125845152594354e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
