x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
169826095619732406571229351520912331877,0,"DomainError(-9.974667296906053e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169826095619732406571229351520912331878,0,"DomainError(-1.0037684865053417e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169548056771096366393824748669250277665,2646747709371860518,"DomainError(-1.388187310540299e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169548056771096366393824748669250277666,2646747709371860518,"DomainError(-1.4000498443277562e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169353111951910122038557744607998764876,61,out,valid,String,131.0,169353111951910122038557744607998764877,61,"DomainError(-1.2182312702684518e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169219597083998621712639152251964587059,11442176304090727271,"DomainError(-8.96737740501869e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169219597083998621712639152251964587060,11442176304090727271,"DomainError(-9.151694680312811e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169131953676502395956653826443389809936,-22501,"DomainError(-1.6924611736511656e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169131953676502395956653826443389809937,-22501,out,valid,String,1
168688618165275895005574005168838969109,3312069339382052615,out,valid,String,131.0,168688618165275895005574005168838969110,3312069339382052615,"DomainError(-1.1834265810201914e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167965587715880487171960895934075417680,2099744372,out,valid,String,130.0,167965587715880487171960895934075417681,2099744372,"DomainError(-1.698628560968783e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167585374231613657966488724714806519869,54367768280748457466645681350974644186,"DomainError(-4.2486526768230835e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,167585374231613657966488724714806519869,54367768280748457466645681350974644187,out,valid,String,1
167512312343486622314665896889829504974,25990,"DomainError(-1.362861712873315e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,167512312343486622314665896889829504975,25990,"DomainError(-1.4154391352129672e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
167189505124865311939328401723769739780,0,out,valid,String,130.0,167189505124865311939328401723769739781,0,"DomainError(-3.745730696248517e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166981926645557818503323605862812725195,14058,out,valid,String,130.0,166981926645557818503323605862812725196,14058,"DomainError(-4.501697154567324e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166840283041314008545180220638263185093,0,"DomainError(-1.242615043316953e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,166840283041314008545180220638263185094,0,"DomainError(-1.9027951271479976e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166702149189817356967030140811192740349,4136622276673688068,"DomainError(-1.5328623745014376e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,166702149189817356967030140811192740350,4136622276673688068,"DomainError(-1.601643059914475e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166523846939170652926477441715703315404,4056804143,"DomainError(-1.6345649862818933e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,166523846939170652926477441715703315405,4056804143,out,valid,String,1
166473970061724727336432430861066497136,51429,"DomainError(-2.780257931628518e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,166473970061724727336432430861066497137,51429,"DomainError(-1.0114684729117527e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166343930190859728968200556350323166418,2218428819,"DomainError(-1.626844635793828e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,166343930190859728968200556350323166419,2218428819,out,valid,String,1
166251365917352125031667435950888151955,1,"DomainError(-2.0239617229430723e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,166251365917352125031667435950888151956,1,"DomainError(-2.801925231566494e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
166028996645151616169219219404855186090,90,out,valid,String,129.0,166028996645151616169219219404855186091,90,"DomainError(-5.38409131510293e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165659943078138498620201878302370359157,6142,out,valid,String,131.0,165659943078138498620201878302370359158,6142,"DomainError(-1.5935724530043463e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165417509187374641996436101843994291744,3747945337,"DomainError(-1.045637143331284e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,165417509187374641996436101843994291745,3747945337,"DomainError(-1.1401106287931758e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
165300965004745195166839245248109497443,19367,"DomainError(-1.699340751714316e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,165300965004745195166839245248109497444,19367,out,valid,String,1
165113785750321228575064443406852349126,-3652341466265247222,"DomainError(-1.6937955436219196e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,165113785750321228575064443406852349127,-3652341466265247222,out,valid,String,1
165070915455196188409062557975729052258,524206251797319001,"DomainError(-1.6629597517424959e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,165070915455196188409062557975729052259,524206251797319001,out,valid,String,1
