x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
170139222271117844921412203685751399051,-6011,"DomainError(-5.987632935659483e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,170139222271117844921412203685751399052,-6011,"DomainError(-5.98802517352976e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
170023305726869021306367637861908794592,3394603433327544975,"DomainError(-1.7011016172305555e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,170023305726869021306367637861908794593,3394603433327544975,out,valid,String,1
169970266450844318855368358293074938435,-1124771910,"DomainError(-2.273154507567695e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169970266450844318855368358293074938436,-1124771910,"DomainError(-2.3073379094926776e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169622507628621913394607310907936440684,147213865783385488972252390021892807375,"DomainError(-1.4917344827465378e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,131.0,169622507628621913394607310907936440684,147213865783385488972252390021892807376,out,valid,String,1
169389574194801623533880822726796390859,-84235308725214664556650726442749160848,"DomainError(-4.660734788761623e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,169389574194801623533880822726796390859,-84235308725214664556650726442749160847,out,valid,String,1
169199645314693938894929000906680777804,1,"DomainError(-1.3722160179125453e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,169199645314693938894929000906680777805,1,"DomainError(-1.391046780828051e38, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
169136856367749364776873396865525515976,10789161096044534682,out,valid,String,130.0,169136856367749364776873396865525515977,10789161096044534682,"DomainError(-7.905689523113285e34, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168967589621629746774294969313822587238,15747399255067262462,"DomainError(-3.9489795818233875e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1.0,168967589621629746774294969313822587239,15747399255067262462,"DomainError(-4.183698349591284e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
168805579253114350145036287571723838593,-41075714415130494628042515067150736500,"DomainError(-9.748879226007795e37, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,130.0,168805579253114350145036287571723838593,-41075714415130494628042515067150736499,out,valid,String,1
168763550441122548564595486237547899317,1691062930,out,valid,String,131.0,168763550441122548564595486237547899318,1691062930,"DomainError(-2.1602976967046092e36, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",error,DomainError,1
